Iteration	Cost	Gradient norm
180	265.495356	3144982059.656368	147.758986
181	2.462889	3288285461.371465	153.131895
182	19.115146	3232466341.515107	158.657166
183	5.200404	3433013881.785592	164.376403
184	1.074571	3431295996.770761	170.263172
185	2.218466	3740987093.648477	176.414984
186	122.077200	3611749299.364887	182.678889
187	290.919053	3434100830.807305	188.937617
188	646.681481	3197238949.191735	195.121471
189	53.867054	3131721987.644909	201.285439
190	3.336764	3394872939.683465	207.715494
191	0.590045	3444200130.969974	214.387307
192	1.528830	3530144509.289812	221.244882
193	3.089567	3748440297.556951	228.393195
194	0.141313	3790042092.339486	235.760003
195	518.739823	3598675919.487866	243.130874
196	4.143739	3573392932.654695	250.541545
197	37.824596	3585330621.052461	258.056620
198	15.955180	3550036977.014392	265.664998
199	0.177804	3600690987.630347	273.417789
200	1.592813	3742853755.611197	281.411792
201	131.622294	3677493877.633685	289.510811
202	139.661328	3665552349.847615	297.696386
203	16.088318	3704701920.794453	306.017798
204	1.776866	3981252553.223167	314.682480
205	0.166073	4174027388.538210	323.698746
206	0.958359	4298530022.053205	333.014353
207	159.469171	4210133838.479312	342.463074
208	0.813782	4308717387.193211	352.109453
209	3.788453	4376695514.329452	361.982722
210	63.734468	4290622539.152738	371.944513
211	512.770812	4171943642.543700	381.908032
212	181.691913	4133749724.274326	391.907293
213	90.136105	4102039423.089242	401.961363
214	0.142631	4152092468.855021	412.166347
215	49.656723	4037043732.041385	422.427814
216	25.715391	4008633059.827080	432.743237
217	12.024545	4025052505.795834	443.159438
218	4.934571	3986153537.526435	453.672208
219	4.308917	4413442026.896334	464.789917
220	11.060729	4412423487.122572	476.190840
221	1.333231	4594500872.155369	487.911311
222	0.214320	4659323636.728719	499.895926
223	8.251637	4761569337.401196	512.153619
224	1.219341	4771137969.058044	524.603003
225	4.234014	4928616998.153550	537.379444
226	4.821038	4968231559.149734	550.403129
227	383.431777	4898636440.899051	563.501435
228	0.467708	4993123669.214727	576.800758
229	1.322959	5205233501.809291	590.454249
230	58.333182	5151394146.482045	604.273080
231	1168.928965	4935997044.804769	618.008677
232	414.902760	4848114443.750760	631.705741
233	2.245023	5167231038.672883	645.941301
234	0.041738	5207185014.748423	660.484408
235	2.700927	5578837355.700693	675.656981
236	966.550562	5374853407.810018	690.863056
237	135.337690	5277567978.936837	706.060585
238	7.704077	5361186598.436644	721.501351
239	1.742343	5706719379.120463	737.588601
240	255.179933	5646575994.471538	753.854824
241	108.766835	5619804758.994476	770.229611
242	0.569355	5693215741.175790	786.838566
243	0.904826	5938590078.023780	804.002642
244	0.822712	6032488155.102689	821.525666
245	0.559938	6234703300.030849	839.531633
246	0.980193	6477301185.661940	858.077033
247	4.686248	6742528608.500137	877.225202
248	795.764822	6568825982.144327	896.406734
249	4.194855	6696486456.334137	915.907001
250	3.046518	6837932896.525078	935.794231
251	5.365771	6894780235.020414	955.977218
252	427.993381	6792480539.913763	976.248098
253	20.893260	6818283714.409436	996.671618
254	5.527691	7516613211.648812	1018.171212
255	0.205760	7546947142.887450	1040.111873
256	1.257890	7654880220.780433	1062.502743
257	0.397312	7758547453.690578	1085.305891
258	56.333980	7795273886.708349	1108.342848
259	2.236332	7942204461.848261	1131.756483
260	56.349837	8078976374.577301	1155.483702
261	1.769677	8368387259.407534	1179.923950
262	0.559475	8514243136.658804	1204.897570
263	3.662588	8923937381.835745	1230.778813
264	0.288314	8960594306.704319	1257.087326
265	9.279603	9193362556.803560	1283.907965
266	789.134272	9089007910.108438	1310.846834
267	1121.696047	8929977452.051991	1337.793160
268	0.367186	8889770311.772030	1365.009029
269	0.253287	8908976945.408627	1392.613407
270	8751.819271	8695616978.184532	1419.851670
271	1198.104367	8553050111.711657	1447.111430
272	0.328787	8589310321.156744	1474.720688
273	19.995646	8644861118.670656	1502.524823
274	3.200905	9422034705.342522	1531.838477
275	16.074300	9488769142.033823	1561.480568
276	618.934039	9424661379.265028	1591.201890
277	974.082422	9347673754.196373	1620.966370
278	433.554900	9332077077.073608	1650.827904
279	39.080612	9331722482.274849	1680.912586
280	8.603884	9251517728.514769	1711.278580
281	4483.896794	9148082804.909216	1741.429035
282	1229.578070	8995918558.057533	1771.649938
283	0.477672	8953680358.919914	1802.181356
284	2.237509	9064846871.435860	1833.371139
285	0.129600	9273621488.859554	1865.226240
286	1480.682361	9250217923.693132	1896.942127
287	146.744360	9287716367.961422	1928.819084
288	50.028617	9425600241.848648	1960.993308
289	11.008053	9607390689.619881	1993.679643
290	4.143315	10005661829.374760	2027.741723
291	4.587387	10261057516.097370	2062.823717
292	2.712070	10537247397.823435	2098.619102
293	24.765785	10723658716.041897	2134.848130
294	27.950949	10739388832.301891	2171.319467
295	1.649379	10797948500.491011	2208.600461
296	5468.272863	10678370847.314384	2245.558607
297	1.431904	10703062107.875372	2283.019847
298	3.918710	11365111930.241676	2322.474143
299	3.552322	11976161524.988573	2363.389167
300	2.379199	12028529435.085897	2404.683213
301	2.104116	12163755387.807621	2446.744749
302	37.277555	12456348361.831236	2489.621008
303	2669.192673	12408361285.448559	2532.307250
304	108.723067	12390326772.799305	2575.325294
305	1.383238	12781743415.281363	2619.748757
306	2.782184	12865084531.306313	2664.617485
307	58.371509	13031806025.867630	2709.966281
308	2786.575724	13052910250.329674	2755.134082
309	3.105285	13735641271.626530	2802.374543
310	1.623790	13863651768.727455	2849.927273
311	0.296599	13926754038.512262	2898.019854
312	54.306407	14188831102.317030	2946.650627
313	0.632999	14398093732.929659	2996.332019
314	1.914536	14498086878.960684	3046.813075
315	2.968671	14443074703.317707	3097.855269
316	5195.112226	14476766945.329262	3148.587017
317	0.722284	14473165548.279623	3199.886727
318	280.442449	14333240236.306120	3251.479663
319	8.895067	14569947846.579023	3304.243270
320	8.274926	15170928279.825098	3358.893946
321	1.797131	15272748267.589716	3413.923013
322	57.053986	15459806277.795044	3469.547695
323	0.163754	15767716545.134453	3526.439015
324	0.781475	16099101653.141245	3584.455866
325	5.682720	16385982066.757381	3643.323303
326	0.919065	16539647924.172529	3703.062211
327	63.524715	16466409824.121773	3763.138821
328	0.571109	16988712573.425680	3824.930892
329	6.463954	17062645390.603065	3887.244997
330	0.728051	17849346535.830643	3951.864329
331	24.539388	17951896632.682743	4016.653118
332	7134.641591	18095028837.029388	4081.121409
333	22998.478728	19129666664.813946	4144.985030
334	3.055186	19263032223.193329	4210.313107
335	24.406334	19479050268.560944	4276.282112
336	10118.363839	20125320545.165348	4341.613654
337	10023.473582	21053109849.447277	4406.709368
338	6882.920929	21329339326.807129	4471.868430
339	9.339546	21490092813.771362	4538.809592
340	35876.033741	25415531106.690437	4603.894442
341	3091.436350	25725158482.930294	4669.723119
342	195.491768	25750528247.428795	4736.211263
343	11371.462555	27298303970.718304	4801.873627
344	1251.749823	27455794853.247593	4868.234632
345	1406.430498	27827391494.784908	4934.700607
346	5050.528266	28416044878.997902	5001.024925
347	20.661728	28771117804.091785	5069.195913
348	35.714315	29440826786.894367	5141.327645
349	2.313458	29938549953.465633	5215.015118
350	949.459860	29886870618.206417	5287.576136
351	10875.604979	31625395468.725960	5359.385125
352	11859.758547	33427514766.635174	5431.049256
353	11.705444	33814691635.253403	5505.869268
354	28.939804	33919532283.721714	5580.915551
355	28.157632	34309196020.443031	5658.374681
356	1.661626	34410504609.438889	5735.414245
357	5.606045	34537937505.687256	5813.204454
358	6.227000	34556254729.226746	5892.669062
359	34.276811	34899579222.433311	5974.277056
360	1506.964195	35239652998.737755	6054.787005
361	117.676582	35185465598.572472	6136.325929
362	39.193330	35353797403.506943	6219.053547
363	5046.137192	36097087425.265198	6301.095569
364	4.935594	36266339374.866951	6385.785591
365	26.502385	36458118522.433777	6472.810729
366	38607.991780	44420188342.448830	6556.916925
367	6114.146340	45692986811.849037	6642.431766
368	7135.696788	47161252714.668335	6728.184771
369	36.414097	47219110504.769653	6816.325346
370	8036.436555	48890963699.273811	6903.387975
371	26.960036	48895644095.824341	6992.194635
372	114.218833	49005056411.762604	7082.056144
373	21.149709	49527447316.132210	7179.675993
374	30.176215	50009445440.728134	7279.021922
375	1.404883	50141554510.824615	7377.707150
376	943.746539	50286227628.036491	7475.418313
377	26.968890	50409723146.637535	7575.234411
378	9948.802529	52637399258.343559	7673.661622
379	9.929152	52676659422.431183	7774.448984
380	88.148585	53218137365.040283	7882.520309
381	19.672926	53402988817.476715	7988.961146
382	246.075425	53477600815.003700	8094.694414
383	1547.328393	53834525701.372437	8200.637957
384	1104.129646	54022686444.593163	8307.522071
385	23626.850084	59609785802.294197	8413.731608
386	12546.197910	62894112931.573578	8521.208066
387	816.340225	63265755582.988373	8630.588449
388	78.147536	63533974170.179588	8746.517843
389	121.633219	63693285676.238419	8861.897901
390	307.618840	64244341469.537315	8984.610138
391	16.137578	64376475258.731369	9103.771048
392	0.098204	64425914719.589088	9222.945907
393	860.166689	64733127748.039444	9342.409272
394	3.313151	65334792083.259644	9472.646205
395	4631.957668	66129345102.021164	9596.038661
396	6504.380853	67600889644.175659	9719.981891
397	7287.907728	69443778666.630066	9844.725204
398	393.763440	69839327133.047577	9978.156459
399	200.499994	69971054587.823547	10109.562454
400	57.527040	70368603161.734940	10248.054251
401	173.832751	70586525729.573608	10385.248730
402	937.534284	70656608817.419312	10520.458686
403	40925.159989	82274295518.976913	10655.433425
404	36.002412	82284178269.979538	10794.894862
405	27782.194032	91565204369.839966	10933.651720
406	115.477991	91701639424.292999	11080.357015
407	363.378688	91934106609.798065	11229.290816
408	6410.479893	93756434921.209488	11374.863312
409	931.276891	94054736496.776550	11522.516722
410	95.592325	94148594973.149826	11674.401554
411	12635.613932	97995571806.597672	11823.733453
412	9680.735881	101447821844.801575	11974.757232
413	1.601774	101476080167.861084	12130.284146
414	11.824975	101546867571.179794	12288.140897
415	32128.011120	114165551077.880997	12443.963801
416	1.217759	114328824055.056549	12609.631536
417	334.916066	114469194962.732727	12774.956447
418	25522.017558	124164994764.674316	12938.045736
419	1430.487097	124663934615.721497	13105.088113
420	525.010983	124796751416.413742	13276.127909
421	43.714944	124932908178.560867	13449.604798
422	8807.325970	128552142369.574905	13620.905928
423	238.311094	128753373317.243210	13800.963897
424	427.532254	128856938980.066483	13978.898572
425	169.450108	129038080468.155304	14163.100042
426	5398.493248	130893025514.008560	14343.170472
427	215.365795	130964551266.310715	14526.392614
428	287.360607	131194179047.704346	14715.768409
429	189.859035	131486758034.711105	14910.453698
430	62954.062202	161971534220.513916	15101.501562
431	9.399716	162014432171.842285	15301.638753
432	794.099862	162217217491.865753	15505.987415
433	209.298297	162393874576.018555	15712.310623
434	744.181106	162518021409.278656	15919.494586
435	99106.431784	218719440720.752777	16132.071218
436	0.004502	218722163811.757294	16354.440541
437	1029.045794	218812865280.511780	16582.221598
438	8021.211527	223634560434.993286	16807.431544
439	83.048751	223634235343.601044	17037.841672
440	6941.555641	226829001328.212799	17268.709491
441	0.063079	226837501674.055756	17505.373070
442	1745.255410	226905415898.646484	17745.926125
443	59294.179471	265095498380.530823	17988.630292
444	180.312041	265192007958.922089	18240.009654
445	1494.668008	265249754588.203766	18502.818616
446	239.613055	265266476880.340607	18762.031823
447	2490.417244	265371573859.052460	19021.777141
448	1.743258	265364588344.726471	19285.895461
449	433.626550	265387267971.404663	19553.217358
450	2326.585139	265443308083.011047	19828.987180
451	1337.777617	265454614385.598663	20102.594771
452	1969.354306	265485487537.342865	20384.189676
453	109.151635	265510786779.467957	20666.414860
454	235.537372	265520330963.928253	20948.175554
455	74247.868647	315585253912.654236	21236.671323
456	162.799126	315705749152.877136	21534.594588
457	15526.818923	327033975115.625671	21834.841254
458	50135.397330	365205580146.673462	22144.700149
459	2390.925389	365336721748.315735	22476.776287
460	533.916599	365410807930.944153	22806.826677
461	1.048830	365423961567.579834	23137.920354
462	12764.152057	375568338416.418945	23468.090387
463	1077.593460	376203565416.121338	23804.623433
464	2802.310035	376255828577.667480	24149.916133
465	15049.995689	387363293608.374146	24493.367911
466	2492.397865	387418851382.426636	24848.902470
467	1326.387782	387487469559.875549	25210.783189
468	33844.180574	409678205280.118896	25570.604402
469	3594.456524	409683649944.603455	25947.829803
470	1336.523016	409709539979.967834	26320.175230
471	1.830796	409712922709.565613	26699.462754
472	3100.186689	409694232266.288879	27087.644047
473	3560.492316	409643564025.927368	27480.661745
474	413.057946	409638946917.321472	27868.636146
475	489.902446	409791280006.207458	28259.867562
476	71745.078557	466418572318.380798	28664.653505
477	3160.945545	466378235994.070251	29083.466350
478	5187.661235	471153761742.578247	29502.601112
479	664.482264	471137010325.856567	29930.528315
480	357.785374	471115147886.365234	30364.369498
481	140.471677	471105184163.788574	30801.254651
482	3379.467529	472332558925.923157	31239.454854
483	25425.590658	489755625805.484131	31683.891898
484	2115.314681	489739375407.845154	32141.133365
485	3701.795352	489721840161.536804	32610.565918
486	8028.621517	491921587274.201599	33071.877218
487	5678.670168	491858578127.237122	33542.698534
488	3939.513210	491794546723.890015	34021.555219
489	7728.068718	491632451281.466858	34509.976160
490	2187.063465	491591391399.342102	34992.210668
491	3927.702586	491643768992.349915	35476.982121
492	6239.848175	491522514283.113403	35973.786465
493	52529.418661	523402088193.562927	36473.229714
494	3042.786353	523339886526.236511	36983.878556
495	98555.089435	626139192375.059448	37522.161792
496	3793.166298	626039480199.411255	38079.502766
497	850.920257	625958784895.786377	38644.308402
498	151981.945948	801728337143.382812	39252.457251
499	607.460940	801654152870.537964	39881.552958
500	16982.260761	805487371982.908203	40513.605960
501	68300.356347	864206736238.372437	41165.545317
502	10149.923434	863957272975.810303	41832.912083
503	68924.701946	925607092757.556641	42518.077262
504	8008.069300	925363384512.719971	43221.841635
505	38371.054681	974876809178.271729	43936.112708
506	8188.427937	979741566497.109863	44666.151747
507	773.583007	979618008961.463257	45413.085257
508	2069.280058	979538245284.998413	46164.696582
509	14620.781148	978633997532.532104	46956.902421
510	1530.606130	978426511407.391357	47731.510147
511	40253.191533	1020667117194.472900	48507.150879
512	12418.004812	1021033029384.305908	49298.046412
513	1060.879880	1020583183925.899536	50122.203736
514	13992.632359	1020086606328.746582	50938.238570
515	28895.360321	1059656017418.454956	51758.516258
516	2029.170258	1062464242557.794800	52594.602571
517	3512.610064	1062326423389.103394	53443.525581
518	2282.194233	1061957826336.131348	54317.078226
519	107.176746	1061875528559.958984	55184.421482
520	91434.236092	1167556859292.416992	56083.571071
521	38592.827831	1209033870897.402588	57007.908945
522	12604.539010	1208690132635.545166	57950.792517
523	14401.222843	1208108997996.333496	58913.744411
524	507.169973	1207786766692.338623	59888.215520
525	21673.955486	1240132082891.148926	60861.008584
526	433.266388	1240045306840.054688	61855.416439
527	2695.900019	1239942204007.864258	62858.267127
528	112636.518618	1365923427675.324951	63905.863956
529	8002.799589	1365681977538.368652	64973.622544
530	625.364248	1365330092290.780762	66064.009529
531	12279.605893	1364622969568.417480	67168.463065
532	6805.102225	1364405124215.430176	68268.058434
533	24977.919496	1363522448775.681396	69387.913390
534	4832.833456	1363229460057.358154	70511.281978
535	67886.932596	1459747020706.704102	71663.934535
536	8542.487972	1459181566714.678223	72856.011446
537	6195.185401	1458477637168.034912	74057.997841
538	762.340539	1457940622755.868652	75269.202631
539	18793.838571	1456600316855.188232	76514.860442
540	26810.608992	1464948042699.592773	77724.690021
541	81892.087690	1556133462974.392822	78976.446442
542	23849.732742	1555423879458.764160	80250.586297
543	71452.724126	1629658627554.531738	81556.220120
544	19256.494273	1629065339106.516602	82885.793178
545	16266.454189	1649728611969.008057	84226.835597
546	16504.962570	1648995722095.896973	85603.974830
547	6480.978958	1648429180289.869873	86991.032952
548	333.534373	1648290142163.635498	88384.948707
549	29266.816178	1647257026552.320312	89794.919699
550	3383.351460	1646959740787.744141	91210.468648
551	24567.365790	1646024221797.668701	92651.112972
552	441.900824	1645896742853.728760	94086.027847
553	43615.276611	1644281790323.924316	95557.818809
554	254.970494	1644291752316.821045	97009.124099
555	34211.881177	1644108744491.239502	98472.959764
556	31237.796040	1643492928695.671143	99955.576984
557	12602.215119	1642824935205.720215	101454.771760
558	11137.101022	1641764486139.974609	102985.294244
559	31357.248106	1640943483363.087158	104507.097441
560	342.590290	1640617011572.469238	106038.037946
561	37279.615637	1639490290393.251953	107564.549568
562	29540.190897	1687144407743.204834	109116.983258
563	49882.171841	1725812864681.236816	110707.862033
564	15065.211394	1725512650910.979980	112324.617550
565	62493.674682	1723717542804.067383	113990.905106
566	59874.708991	1722381652560.809326	115617.904622
567	18473.176793	1727911136498.529785	117258.256330
568	35293.201599	1727890569665.653076	118918.759090
569	15825.353943	1727805586038.776611	120591.702781
570	50427.075199	1727454264721.360596	122289.611819
571	117.064855	1727164995930.330322	123985.019656
572	1871.667513	1726348322098.920166	125711.924635
573	1258.241387	1726429380060.478760	127437.206445
574	42977.967872	1726144866057.690918	129184.797002
575	51744.222466	1726465774337.923096	130934.036127
576	70132.892000	1770992463540.546875	132697.426598
577	16178.137329	1773185389925.862061	134479.821779
578	28217.021127	1771796228260.993164	136290.825260
579	29657.754369	1771691874722.766357	138110.225788
580	5944.806120	1782441446268.622803	139930.457872
581	46210.211533	1782131480652.494873	141772.935849
582	23293.082642	1782435111024.979248	143629.528314
583	71305.532758	1781260827233.380615	145543.222093
584	14166.736953	1780138239792.953613	147443.906335
585	43904.608838	1780243493104.009277	149341.736173
586	37318.637528	1781172105044.448486	151227.475018
587	51380.814541	1784311602051.048584	153128.800743
588	144205.542434	1800239563095.889648	155052.275921
589	33087.295686	1800174464925.021729	156982.883288
590	63551.869625	1804357375092.268066	158936.931288
591	5218.003746	1804001158915.476562	160894.883740
592	3715.482157	1803815840358.418945	162869.676419
593	15112.418350	1805664186666.388184	164851.926749
594	60001.384053	1806923865644.917725	166867.200754
595	68050.267463	1817295662948.382812	168883.666924
596	15357.529654	1814880854996.408447	170937.823597
597	59106.868147	1815258115531.953857	172975.911876
598	2776.541638	1819847903706.998779	175025.973883
599	11231.698287	1820396262782.717529	177100.627229
600	22039.214859	1822172253987.217529	179184.244085
601	6079.940949	1821965872785.707275	181290.526878
602	20406.444735	1845238405075.277100	183406.665802
603	61087.622535	1845256801142.042236	185572.134430
604	8828.796365	1840327371131.876709	187772.807099
605	44545.711681	1841076194520.465088	189932.292689
606	122280.129892	1972792700053.893311	192150.707058
607	81016.928219	1976663774240.048584	194399.430497
608	35897.190481	1976688233281.513672	196678.696949
609	21180.874368	1975796087876.211914	198966.171100
610	27550.601555	2016043054252.989014	201232.314357
611	114135.785876	2118722279180.265625	203594.197686
612	150953.371489	2205243502381.941406	206042.912364
613	6648.047165	2215263959195.267578	208502.337809
614	20790.152888	2238874181501.728516	210992.960783
615	74367.061648	2243560198097.562988	213514.050487
616	28114.459483	2237977982422.956055	216073.636120
617	39981.329972	2238109274443.043945	218656.730211
618	0.017848	2237134980827.780762	221202.370819
619	83403.612428	2238159601478.443848	223805.611510
620	105288.294300	2242878865193.529785	226355.660277
621	11670.559393	2243877902391.198730	228926.046752
622	94050.023419	2248893596690.645508	231523.467883
623	257579.229047	2456285766104.733887	234280.314824
624	100510.588413	2465684094897.358398	237036.784521
625	41671.181739	2476016612773.200195	239812.977794
626	15956.833786	2471531896938.634277	242614.381258
627	66900.240619	2475041578196.771484	245436.978081
628	388083.029234	3147720133222.815918	248685.663164
629	87300.352880	3153005970069.274414	251941.475234
630	78048.403835	3146326584275.645020	255272.279408
631	36416.027740	3144972492679.697754	258569.319104
632	206.464494	3143760850847.388672	261867.263569
633	297.532303	3140057869715.440430	265209.375769
634	16844.530569	3132726513981.471191	268591.679585
635	98348.329321	3135328675424.325195	271915.170945
636	139460.974572	3355975081518.133789	275372.163864
637	134782.988722	3370798113143.120117	278885.272798
638	92737.707977	3376606587614.044434	282433.504900
639	54012.134329	3379362808401.327637	286007.013225
640	127426.290758	3387491658874.367676	289613.021099
641	57037.228411	3390451726058.090820	293232.546373
642	99195.445887	3394294315368.451660	296870.613537
643	0.226986	3388377603924.654297	300518.887891
644	134625.042668	3400812542422.078613	304194.073926
645	303207.736634	3606237995957.545898	307938.962023
646	25425.124909	3608383146248.801270	311673.522800
647	34012.644847	3612382368715.298340	315445.031020
648	70875.621024	3621779926035.534668	319250.158036
649	82768.280345	3642584413778.807617	323081.880862
650	27296.678357	3647206893827.966309	326960.998770
651	254421.436875	3694390569593.456543	330910.330430
652	232564.766145	3712293324723.081055	334886.973151
653	152903.114695	3716205349550.803711	338901.602122
654	71313.343440	3718447271774.300293	342959.378860
655	3159.038676	3728635616227.555664	347012.127964
656	243705.131393	3738065622474.668457	351129.335911
657	143917.585863	3738209825771.822754	355265.875711
658	40703.704916	3739886568235.361328	359495.921852
659	139084.836927	3753695776649.456055	363688.096529
660	1826.408695	3752431352098.614746	367865.977122
661	117880.404928	3987846172172.737793	372218.342261
662	144393.780164	4031814809800.981445	376660.357845
663	44643.842325	4031323241699.916504	381172.503439
