Iteration	Cost	Gradient norm
664	120311.576205	4038134713696.549805	385678.420753
665	779111.951030	4408822488838.520508	390612.131298
666	0.284975	4400795721503.837891	395438.609190
667	27781.490407	4402719331198.480469	400284.890852
668	3397.346731	4402014696353.915039	405189.401924
669	13699.605645	4402940913067.350586	410058.688251
670	50976.974730	4408524783804.016602	414975.286585
671	461169.141196	4571237227995.592773	420104.754308
672	351671.760954	5010496520165.335938	425520.592935
673	63887.684317	5021396278074.408203	430940.497352
674	0.005459	5018385664044.270508	436418.453090
675	66500.738376	5204910088102.538086	441969.339635
676	98968.996160	5186914627487.613281	447600.266700
677	104045.116018	5186073825778.969727	453276.855692
678	19753.130599	5180853794411.453125	459016.324560
679	7738.943103	5172648012222.538086	464770.435422
680	345524.228844	5210902150219.600586	470624.622781
681	14449.002225	5209401771724.797852	476473.809680
682	195280.891333	5215910076924.043945	482396.448791
683	310997.856640	5220798746750.570312	488333.038465
684	172703.805699	5224453669761.565430	494371.493729
685	68053.528161	5231528477503.829102	500361.784259
686	50706.627539	5223432138689.788086	506468.707621
687	616.856554	5223421028441.943359	512535.486699
688	543715.150601	5267678079990.798828	518729.308965
689	0.290971	5252072959607.689453	525016.835015
690	13526.195746	5256830269983.227539	531166.301491
691	244070.205490	5269918547938.758789	537397.835913
692	8670.084112	5276215779128.145508	543611.651536
693	542286.249611	5429156406452.989258	550120.371586
694	294202.203923	5452817625177.612305	556589.004637
695	11249.707535	5449900714208.305664	563084.562167
696	275316.113151	5573046931093.208008	569736.339800
697	359916.151813	5597635443791.437500	576391.474052
698	99057.304148	5603803228611.323242	583124.145083
699	8945.222770	5596222316488.243164	589934.075562
700	757047.476913	7489617833537.154297	598047.744373
701	77950.896343	7497807489555.125977	606067.543478
702	178100.539013	7506766086030.881836	614137.968813
703	210618.876773	7533893258094.735352	622271.405408
704	129034.581863	7555528265096.343750	630470.105024
705	299542.503265	7579418331399.848633	638833.848283
706	208519.099506	8058497493350.883789	647425.607967
707	82221.615486	8073090296577.622070	656080.297106
708	1036.703982	8070479637548.774414	664815.168012
709	157331.508298	8089435635976.041016	673647.946541
710	109839.312206	8334775424481.479492	682640.089863
711	44874.321830	8337967863514.855469	691720.874695
712	312360.145757	8379841437152.073242	700958.238773
713	28442.459560	8386563669254.463867	710148.730665
714	102096.763261	8399568413875.870117	719412.343647
715	1348.634646	8382859382929.469727	728851.449729
716	54.919664	8369575977752.561523	738312.566114
717	199838.419003	8412302279944.744141	747703.017193
718	166155.348201	8438588353456.081055	757260.759403
719	210705.085736	8474227722521.942383	767040.595518
720	359402.846595	9367267421323.097656	777140.167188
721	90503.655487	9385949514641.798828	787307.028310
722	373480.648678	9471648017193.992188	797488.021456
723	16038.435155	9474613321029.357422	807835.055443
724	62656.574007	9492614888878.998047	818182.770186
725	1042706.547593	9604132118010.798828	828967.273862
726	0.701230	9602112775589.261719	839667.755137
727	538900.651259	9731476778130.763672	850326.285461
728	276601.103680	9806673365951.046875	861145.925765
729	25252.955219	9816613074625.937500	871999.839524
730	2023422.500711	12379048740590.470703	885428.149186
731	45194.382037	12389623527398.146484	898088.546262
732	307786.166483	12441121511626.345703	910830.626457
733	526980.803627	13897814680616.855469	924648.894514
734	111022.222135	13903305140110.535156	938452.445137
735	12853.061889	13901052889357.222656	952573.061458
736	271381.215306	13945155518575.964844	966555.671841
737	555453.837130	14050474943936.363281	980621.329068
738	34724.409629	14063100557951.238281	994818.613295
739	0.002597	14062721748761.132812	1009135.285462
740	379178.259277	14300463458612.703125	1023823.510373
741	536841.672308	14419307055306.490234	1038551.960388
742	12086.729787	14426221555706.078125	1053390.634978
743	21.507657	14418346674553.054688	1068339.958319
744	0.095334	14422183449222.638672	1083583.532558
745	305569.293750	14512920024937.253906	1098899.628701
746	1078285.768680	14521669623599.441406	1114244.314807
747	285074.023730	14653996660839.818359	1129732.212189
748	140568.197438	14972306830179.513672	1145496.747806
749	61444.689237	15008946905881.318359	1161626.192772
750	1714225.811904	15777209828179.853516	1178789.706775
751	156275.747804	15964021262885.537109	1195558.753800
752	273128.466233	16098687143259.833984	1212605.708446
753	383661.093575	16165419763496.820312	1229899.154929
754	156209.754112	16195430039681.597656	1247096.263593
755	406372.289744	17513954404842.646484	1265344.986431
756	1231485.267475	19040655723607.906250	1285091.374220
757	103487.972370	19217608181554.859375	1304534.198467
758	67253.642540	19234727477329.660156	1324349.399561
759	898985.276941	19321704872628.351562	1344009.096102
760	687019.995049	19417706538561.792969	1363889.376855
761	2347623.638054	21485856075101.332031	1386308.806187
762	266430.434202	22168075301450.878906	1408175.884101
763	420617.785505	22196097949515.863281	1430369.418776
764	107050.733860	22212697596560.160156	1452545.023646
765	166529.528083	22245488068761.820312	1474940.349600
766	1217394.967094	22905144165423.855469	1498232.563080
767	438809.347020	24604883873970.542969	1522269.905835
768	10407.218389	24632172366433.574219	1546380.408991
769	82511.579801	24623426141159.578125	1570724.641703
770	163245.697093	24606766136734.375000	1595300.358909
771	1343174.397035	25306400548571.910156	1620995.775449
772	105428.259306	25424994583612.046875	1646411.680202
773	431597.226184	25413592446997.425781	1672025.432841
774	828926.011318	25434533132968.515625	1697956.759413
775	947575.936358	28768535709758.941406	1726267.937980
776	109574.097688	28763305649785.355469	1754358.369377
777	57347.681210	28791435709812.914062	1782681.022440
778	3713.551030	28801024187849.324219	1811251.215558
779	1890.001399	28802922093655.800781	1840156.205676
780	865172.818777	29792578850406.117188	1870137.521289
781	1816940.308062	33320104834855.656250	1902743.552458
782	603863.824517	34689032206959.191406	1935409.681356
783	125682.444629	34630639851009.113281	1968174.480754
784	140167.364584	34593367517092.894531	2001132.890990
785	2441.685061	34567808270686.574219	2034622.148291
786	405174.600494	34478089937921.785156	2068244.333371
787	980624.004077	34322454967164.468750	2101877.551904
788	78431.362500	34309951962257.644531	2135864.197221
789	0.012508	34310254314458.558594	2170186.914152
790	780.135516	34318320536176.843750	2204945.259113
791	1135752.943066	35992042560572.875000	2241217.546287
792	2604236.232992	41013107665113.851562	2281183.646445
793	19053.491828	41021220611640.281250	2319799.183686
794	393625.241736	40901253087660.460938	2358560.881488
795	1835526.101225	41407872725784.093750	2398627.690139
796	884130.372358	41633724346908.148438	2438694.373670
797	690115.292834	41474462691882.906250	2478881.532894
798	51444.195131	41443730178261.500000	2519346.274747
799	1181217.915775	41114498406202.617188	2560193.286950
800	1067214.722345	42434438125390.609375	2602487.049172
801	1146727.249615	42595189784496.343750	2645062.377831
802	199961.593526	42579219740073.039062	2687547.960309
803	227639.385589	43774300230999.132812	2731025.539778
804	809747.380027	44089944640500.726562	2775337.409313
805	3197618.203537	47791220412128.031250	2823444.758328
806	94017.711901	48201406070748.539062	2869844.622559
807	54397.321277	48180918344168.406250	2916687.830798
808	0.775339	48158654055323.515625	2964305.836205
809	1634685.936752	47392895425967.453125	3011893.365477
810	387958.882261	49290635907326.609375	3060942.474146
811	4087178.206967	55066926940873.148438	3115820.963552
812	3849092.029388	67841330646875.906250	3176450.056251
813	1215536.032119	67119658050566.968750	3234179.992488
814	285763.779556	67219071045111.507812	3292361.057224
815	940998.440285	66502169512181.203125	3351107.566853
816	2044870.706407	67219674291752.921875	3411706.621094
817	230813.495842	68432173748814.265625	3472301.909182
818	2075394.000502	66860968758498.703125	3533603.824324
819	889303.232856	66307206091770.703125	3595398.960045
820	856233.855707	65973162604631.164062	3657621.572240
821	221321.181059	65877370175518.132812	3720184.262494
822	2411699.116414	66535949673464.226562	3785124.082025
823	17353.842214	66434783454477.468750	3849300.784779
824	1107612.299351	66030871415478.054688	3914072.084326
825	4895763.541937	70214082751874.890625	3984777.385352
826	2076662.312741	70185034578926.609375	4053241.219807
827	660637.945582	72010753238531.203125	4122321.779177
828	1408260.229267	71000094303258.921875	4191686.550804
829	120592.784997	70932103434769.359375	4261415.300338
830	832862.219984	70498009707460.718750	4331901.757500
831	2280.202469	70457142186171.250000	4402721.239938
832	1795199.352073	69501846556470.257812	4474384.283123
833	8168715.135688	73577350379142.140625	4555167.173011
834	508749.457900	73507972435488.796875	4629507.655943
835	2014215.777733	74558678942922.171875	4706359.467660
836	2411471.142487	88875999570760.812500	4791632.141318
837	4403656.679855	97926221773294.031250	4883101.451254
838	577386.440844	97249751707969.406250	4971038.944918
839	2368053.324252	94994577305947.578125	5059585.823511
840	561250.163029	94456958920819.718750	5148671.791496
841	1173617.297057	93473345218063.640625	5238531.118112
842	1539272.280045	92397104661408.218750	5328794.600993
843	554017.915182	95803555310034.859375	5421359.657651
844	35866.702315	95818277994447.718750	5514231.519161
845	5530628.729819	116852736746780.296875	5624385.209911
846	1409173.724602	122231893012226.078125	5731697.636833
847	0.337136	122184926543714.234375	5838571.229265
848	576250.824078	126691000559291.937500	5948656.626180
849	1061103.462732	125513147261457.546875	6059520.698231
850	4522354.159894	149735681421772.937500	6186877.811718
851	593156.158617	156665939937628.781250	6312161.651885
852	1467738.475168	162620582972756.281250	6442199.802835
853	872979.998491	169566386279918.937500	6575317.434847
854	4747193.447163	163075402790204.000000	6710328.501963
855	596494.805761	162327039651546.000000	6845113.468997
856	694503.840631	169530359306869.781250	6983862.251284
857	979746.174550	171268948818792.593750	7125056.137875
858	1458723.516926	174172061576024.968750	7269390.389919
859	7712122.648660	166658129544497.812500	7415831.676283
860	3487837.746915	164768244262746.812500	7560835.601822
861	415635.373310	165650464107621.812500	7705889.435543
862	1043320.024918	165183123798484.562500	7852304.759623
863	98739.754837	165130066675486.843750	7999857.100550
864	162171.701801	165085584404125.375000	8148356.259987
865	254652.656893	164985823394820.250000	8298515.807066
866	3594609.008046	170552741753825.437500	8457671.705988
867	15586818.873783	247858520895062.187500	8671531.550561
868	8323842.783580	247791499950228.406250	8869158.510104
869	4277370.062347	242062769850199.750000	9060267.351823
870	9088499.418890	234347745300842.843750	9254442.756329
871	5411949.831840	282604702676115.750000	9472892.121606
872	6565155.718979	370293645935201.312500	9725769.097218
873	174636.933801	370059069444717.750000	9969202.351655
874	1629976.282325	368045552271032.187500	10216716.054120
875	6295917.484908	413608028714815.312500	10492448.780655
876	620210.072937	412616022874628.437500	10760447.320060
877	2190165.362833	409453645190195.500000	11031130.463250
878	6417504.850752	451138424121757.437500	11329449.067003
879	5304183.913366	451173009297904.062500	11626263.824362
880	3179879.079158	445945281048935.187500	11920455.274025
881	548124.985550	445125560217637.187500	12216665.425026
882	18793862.331609	454250749590831.375000	12550527.600928
883	437493.829165	455606118226821.937500	12857052.739479
884	9320898.296601	444063991946858.750000	13174486.703810
885	812551.220422	443095614972673.375000	13485821.138214
886	2813.034172	443114618959213.500000	13800489.330064
887	396476.198871	442665583220708.687500	14118246.155720
888	2488553.402568	440087241799307.312500	14440812.209447
889	357834.179199	439756257525802.375000	14764154.984555
890	287428.632663	439513564683497.812500	15091597.151421
891	184103.290778	439361104792783.187500	15421995.375773
892	12543441.403454	433348754919217.250000	15773400.385892
893	7018046.011539	455786519978024.500000	16133523.058919
894	9803205.637714	448071263190292.437500	16489863.098939
895	39079179.159008	440523520936827.125000	16905778.773629
896	3319114.940781	508321592804815.250000	17286187.702249
897	52984500.467282	816020427695319.750000	17906021.450613
898	3834460.883097	866724542707525.500000	18413144.189378
899	6341690.446259	845932139335814.250000	18921840.937337
900	1469765.637387	841551123829727.000000	19430608.273741
901	184024.763501	848553886401139.125000	19946223.797662
902	26601976.678848	906873151069954.375000	20551827.457683
903	42565460.130126	973562870654087.500000	21222007.497903
904	16860220.997521	912349614731186.500000	21808514.318179
905	1520526.015272	907913499820078.000000	22379195.821503
906	528697.126074	929064324458372.000000	22960162.619489
907	0.111428	929074369869816.625000	23548344.101495
908	73378069.938729	952746842678982.250000	24349455.033703
909	99742515.823985	1021535246939336.875000	25070397.847990
910	531535.191880	1043102548285357.250000	25621272.909158
911	0.416246	1043142110162099.375000	26181480.241553
912	36242542.411239	1064874591911507.750000	26831998.838534
913	38951587.708039	1059294862942067.625000	27512006.878116
914	21812448.933029	1063358835804216.375000	28145522.393944
915	88140499.331755	1068120549583712.125000	29072823.005533
916	220271.186104	1077611312861217.875000	29728319.791112
917	5222547.005862	1093393225049176.375000	30397981.465380
918	39951656.895822	1104429251184163.750000	31164168.169519
919	65055774.738635	1515402648798740.250000	31902410.615721
920	15335410.062150	1491281019150036.500000	32597365.795326
921	7350215.741412	1554437652855805.500000	33258996.353055
922	31031723.663126	1554051829421297.000000	34008927.024610
923	4110634.580603	1743174350940120.750000	34756175.703446
924	24451972.406489	1711322711270111.000000	35611338.064492
925	53528653.452108	2256436611813240.000000	36446512.943392
926	12737449.225686	2225599351921583.750000	37262380.318683
927	0.631269	2225562295698753.750000	38055599.244424
928	19969672.752216	2233619288712210.500000	38916061.534505
929	24935341.268965	2556925129438952.500000	39757992.818981
930	13031733.432499	2564690773343785.500000	40619691.907379
931	6557323.341392	2658315159109206.500000	41473865.580659
932	1990572.034704	2687351853304838.000000	42342360.901479
933	1801513.082987	2762385975583129.500000	43264250.609259
934	8280838.215526	2733117177501098.500000	44233612.100636
935	3286873.787734	2781070717763631.500000	45203491.878442
936	3436634.646125	2831861242021228.500000	46192636.853978
937	7106854.629212	2880655261514463.000000	47208216.822508
938	6441806.073304	2855832899847082.500000	48278210.229406
939	870932.168225	2868771615777976.000000	49348092.696078
940	18463265.219640	2795369001457914.500000	50515653.962136
941	299422.871801	2799681294486849.500000	51651351.110105
942	13306245.787242	2753156241313288.000000	52875404.153791
943	3776202.527518	2765182124876206.500000	54080507.120177
944	17544480.279577	3015957555735157.500000	55296796.083240
945	1550140.769349	3045229777539018.000000	56570909.153914
946	161099.266089	3047680143948250.500000	57864259.778740
947	14757824.401857	3276098029053645.500000	59173018.867744
948	0.625171	3276279480522440.500000	60524436.630364
949	120016.435932	3278298573130043.500000	61901286.371818
950	10068110.340631	3450025933292206.500000	63455579.580010
951	34657573.326923	4032416292527740.500000	64958510.805954
952	20942461.159491	4009280333759708.000000	66570787.874104
953	66710845.391955	5382649431902714.000000	68111464.579488
954	52636056.896069	6711041835990182.000000	69753487.533678
955	26686720.366461	6422097750824132.000000	71668172.786503
956	38449829.078807	7059384691137559.000000	73511831.047206
957	59649942.939190	8860029957998027.000000	75367224.149741
958	77883640.290915	8479872651823696.000000	77520199.283525
959	0.311858	8479583307958161.000000	79658628.603494
960	76261912.475641	11099829088796958.000000	81706228.584682
961	48177093.317037	12990026859906890.000000	83987824.615196
962	31314794.127172	14314309846095176.000000	86463003.769304
963	0.547530	14314656115299756.000000	89174057.997944
964	6589391.773687	14603895461111330.000000	91981204.735377
965	50240855.379697	16912155077103180.000000	94777623.524174
966	53575173.007776	15888479699683128.000000	98022481.450444
967	22586321.007073	17600426770229608.000000	102033297.349330
968	3453191.289336	17903504106661480.000000	106171872.678912
969	0.861830	17903224968112282.000000	110439044.493231
970	12757059.329688	19119938979587352.000000	115258345.378270
971	241729767.857409	26155395044189644.000000	119122658.225570
972	93843788.504616	27993032410243428.000000	124131688.941754
973	0.537481	27993195280705668.000000	129799014.103517
974	0.361250	27993200413228368.000000	135687821.234897
975	2155771.080434	28139889742445480.000000	141861565.409396
976	223813768.767034	42292028578496448.000000	146907651.030782
977	13617002.524946	43720180757241616.000000	154863249.621465
978	2844808.818564	44039921790440872.000000	163187370.373023
979	0.541817	44041015476791688.000000	171852949.511694
980	389196076.939838	79390665166390256.000000	177962469.972747
981	757002789.892860	181724327063241920.000000	183523003.446503
982	662686455.177486	307755866418233920.000000	194165936.191276
983	8303715.338748	308733327718831936.000000	215746899.992939
984	0.351697	308735432690335552.000000	239749837.259175
985	2266778.237956	309013264546741440.000000	266307338.178877
986	7078106.698788	310548212742557440.000000	295241340.287578
987	11736097.210615	312093080908883136.000000	326622330.024899
988	2079326246.904931	930559877323750912.000000	330358429.757034
989	941804956.419886	1320974417147497472.000000	372927570.040622
990	0.144950	1320976266808228608.000000	447901471.297133
991	0.204260	1320979163437391616.000000	533447721.041991
992	5367938.865694	1321654460387234304.000000	629793555.787654
993	8450864794.908127	6462885406713001984.000000	536444860.854432
994	173211857.455573	6565111253634473984.000000	748431186.439644
995	2.068447	6565115783003353088.000000	1018080115.574541
996	6678505.798130	6565659863731832832.000000	1340550787.088678
997	656396017.698859	6872255804641777664.000000	1684266434.969437
998	0.764372	6872260374011534336.000000	2117459614.009189
999	99865958.382013	6952386935864154112.000000	2599952300.513556
