Iteration	Cost	Gradient norm	Weight distance
359	0.321049	0.152355	0.022832
360	0.258813	0.099959	0.023797
361	0.217831	0.071358	0.024628
362	0.144062	0.031416	0.025188
363	0.072359	0.007961	0.025472
364	0.281735	0.120946	0.026594
365	0.214958	0.071016	0.027470
366	0.006508	0.000066	0.027497
367	0.006119	0.000058	0.027522
368	0.087508	0.011852	0.027885
369	0.056569	0.004966	0.028121
370	0.066022	0.006777	0.028397
371	0.031014	0.001498	0.028528
372	0.359472	0.201499	0.030065
373	0.306939	0.148570	0.031416
374	0.293362	0.137040	0.032742
375	0.182505	0.053537	0.033585
376	0.298281	0.143850	0.034989
377	0.230057	0.086403	0.036098
378	0.166494	0.045595	0.036914
379	0.104935	0.018212	0.037434
380	0.320438	0.170413	0.039048
381	0.298124	0.149088	0.040589
382	0.182431	0.056390	0.041552
383	0.151870	0.039322	0.042364
384	0.290360	0.144483	0.043943
385	0.224567	0.087290	0.045191
386	0.222024	0.085992	0.046446
387	0.167661	0.049419	0.047409
388	0.000508	0.000000	0.047412
389	0.530375	0.497471	0.050533
390	0.517709	0.483012	0.053706
391	0.389575	0.278683	0.056181
392	0.303015	0.171038	0.058159
393	0.281729	0.149535	0.060039
394	0.028562	0.001553	0.060232
395	0.026829	0.001372	0.060414
396	0.077912	0.011583	0.060944
397	0.033377	0.002132	0.061172
398	0.002117	0.000009	0.061187
399	0.461655	0.408450	0.064390
400	0.253950	0.125811	0.066202
401	0.177674	0.062199	0.067492
402	0.001621	0.000005	0.067504
403	0.468441	0.435431	0.070976
404	0.057272	0.006632	0.071411
405	0.053731	0.005850	0.071820
406	0.113434	0.026131	0.072689
407	0.106176	0.023000	0.073509
408	0.103920	0.022129	0.074318
409	0.097304	0.019484	0.075081
410	0.104183	0.022426	0.075904
411	0.084854	0.014941	0.076579
412	0.026907	0.001508	0.076794
413	0.005634	0.000066	0.076839
414	0.061017	0.007763	0.077328
415	0.031111	0.002023	0.077579
416	0.159926	0.053537	0.078873
417	0.091830	0.017770	0.079624
418	0.014301	0.000433	0.079741
419	0.009046	0.000173	0.079815
420	0.410994	0.357694	0.083230
421	0.379776	0.310805	0.086478
422	0.000839	0.000002	0.086486
423	0.439293	0.422761	0.090352
424	0.223764	0.111832	0.092374
425	0.190315	0.081711	0.094119
426	0.074557	0.012649	0.094811
427	0.059676	0.008131	0.095367
428	0.001442	0.000005	0.095380
429	0.406597	0.378522	0.099218
430	0.049242	0.005657	0.099693
431	0.018416	0.000793	0.099871
432	0.030630	0.002196	0.100167
433	0.028761	0.001939	0.100446
434	0.203598	0.097278	0.102433
435	0.141698	0.047572	0.103834
436	0.180110	0.077379	0.105634
437	0.110000	0.029112	0.106746
438	0.000591	0.000001	0.106752
439	0.393893	0.375284	0.110793
440	0.018668	0.000859	0.110988
441	0.008811	0.000192	0.111080
442	0.002206	0.000012	0.111103
443	0.000690	0.000001	0.111110
444	0.108729	0.029192	0.112252
445	0.058564	0.008515	0.112872
446	0.104110	0.026987	0.113978
447	0.055457	0.007697	0.114571
448	0.081209	0.016552	0.115444
449	0.047758	0.005748	0.115960
450	0.118935	0.035733	0.117251
451	0.098859	0.024837	0.118332
452	0.081689	0.017044	0.119232
453	0.040371	0.004180	0.119679
454	0.247298	0.157181	0.122438
455	0.229597	0.137224	0.125044
456	0.178150	0.083613	0.127098
457	0.123660	0.040667	0.128539
458	0.265057	0.188074	0.131668
459	0.194090	0.102293	0.133999
460	0.007047	0.000136	0.134085
461	0.006624	0.000120	0.134165
462	0.055083	0.008333	0.134835
463	0.036384	0.003647	0.135279
464	0.016646	0.000765	0.135482
465	0.002721	0.000020	0.135515
466	0.230916	0.147336	0.138356
467	0.152559	0.065138	0.140261
468	0.002935	0.000024	0.140298
469	0.352358	0.350525	0.144768
470	0.021199	0.001294	0.145042
471	0.015195	0.000666	0.145239
472	0.153293	0.067825	0.147231
473	0.129771	0.049041	0.148935
474	0.248742	0.181545	0.152242
475	0.182708	0.099395	0.154712
476	0.052149	0.008186	0.155425
477	0.048884	0.007216	0.156095
478	0.019619	0.001166	0.156365
479	0.014007	0.000595	0.156558
480	0.033662	0.003439	0.157023
481	0.020448	0.001271	0.157305
482	0.147828	0.066537	0.159358
483	0.101965	0.031942	0.160788
484	0.013052	0.000527	0.160972
485	0.001752	0.000010	0.160997
486	0.306212	0.290158	0.165349
487	0.282512	0.251730	0.169454
488	0.002134	0.000015	0.169486
489	0.002007	0.000013	0.169515
490	0.020780	0.001387	0.169822
491	0.011218	0.000405	0.169988
492	0.125091	0.050361	0.171843
493	0.105477	0.036096	0.173422
494	0.203351	0.135088	0.176497
495	0.135272	0.060580	0.178571
496	0.096279	0.030966	0.180061
497	0.062683	0.013210	0.181038
498	0.283899	0.272127	0.185505
499	0.245426	0.207323	0.189447
