Iteration	Cost	Gradient norm	Weight distance
818	0.001949	0.017728	0.774177
819	0.000539	0.005186	0.775175
820	0.000533	0.005608	0.774029
821	0.003425	0.022238	0.775799
822	0.001184	0.000170	0.775627
823	0.000633	0.002920	0.774780
824	0.001611	0.006217	0.775734
825	0.004647	0.030156	0.772823
826	0.000289	0.001111	0.773280
827	0.007298	0.141685	0.767136
828	0.000928	0.006425	0.768233
829	0.004921	0.124308	0.762561
830	0.001349	0.010796	0.763994
831	0.004518	0.047528	0.760359
832	0.002309	0.054572	0.763688
833	0.003005	0.018246	0.761423
834	0.005535	0.028276	0.758521
835	0.007020	0.037453	0.760575
836	0.000194	0.000109	0.760711
837	0.005665	0.038396	0.762968
838	0.004780	0.067857	0.758668
839	0.004849	0.006146	0.759042
840	0.000687	0.014347	0.760787
841	0.008191	0.036386	0.762461
842	0.002467	0.029544	0.759675
843	0.004645	0.063227	0.762905
844	0.003546	0.034007	0.765195
845	0.000519	0.002170	0.765816
846	0.002150	0.036884	0.762788
847	0.001687	0.001392	0.763071
848	0.004773	0.030201	0.760118
849	0.001983	0.010975	0.758382
850	0.000000	0.000000	0.758386
